city,year,weekofyear,total_cases
iq,2009,20,5
iq,2009,21,5
iq,2009,22,5
iq,2009,23,2
iq,2009,24,2
iq,2009,25,2
iq,2009,26,5
iq,2009,27,1
iq,2009,28,2
iq,2009,29,2
iq,2009,30,2
iq,2009,31,4
iq,2009,32,4
iq,2009,33,4
iq,2009,34,4
iq,2009,35,8
iq,2009,36,6
iq,2009,37,3
iq,2009,38,4
iq,2009,39,4
iq,2009,40,6
iq,2009,41,6
iq,2009,42,4
iq,2009,43,6
iq,2009,44,6
iq,2009,45,5
iq,2009,46,6
iq,2009,47,6
iq,2009,48,6
iq,2009,49,6
iq,2009,50,6
iq,2009,51,6
iq,2009,52,6
iq,2010,53,4
iq,2010,1,4
iq,2010,2,8
iq,2010,3,6
iq,2010,4,6
iq,2010,5,8
iq,2010,6,6
iq,2010,7,6
iq,2010,8,6
iq,2010,9,8
iq,2010,10,5
iq,2010,11,6
iq,2010,12,6
iq,2010,13,6
iq,2010,14,6
iq,2010,15,8
iq,2010,16,6
iq,2010,17,6
iq,2010,18,6
iq,2010,19,8
iq,2010,20,4
iq,2010,21,6
iq,2010,22,7
iq,2010,23,1
iq,2010,24,1
iq,2010,25,3
