city,year,weekofyear,total_cases
iq,2008,38,-9
iq,2008,39,-10
iq,2008,40,-12
iq,2008,41,-3
iq,2008,42,-5
iq,2008,43,-2
iq,2008,44,-2
iq,2008,45,-5
iq,2008,46,-7
iq,2008,47,3
iq,2008,48,2
iq,2008,49,0
iq,2008,50,-2
iq,2008,51,-1
iq,2008,52,-2
iq,2009,1,0
iq,2009,2,0
iq,2009,3,0
iq,2009,4,-5
iq,2009,5,-2
iq,2009,6,-2
iq,2009,7,-4
iq,2009,8,-3
iq,2009,9,-4
iq,2009,10,-2
iq,2009,11,-3
iq,2009,12,-2
iq,2009,13,-2
iq,2009,14,1
iq,2009,15,-4
iq,2009,16,-5
iq,2009,17,2
iq,2009,18,-3
iq,2009,19,-3
iq,2009,20,-4
iq,2009,21,-5
iq,2009,22,-4
iq,2009,23,-4
iq,2009,24,-13
iq,2009,25,-13
iq,2009,26,-5
iq,2009,27,-7
iq,2009,28,-11
iq,2009,29,-8
iq,2009,30,-10
iq,2009,31,-11
iq,2009,32,-14
iq,2009,33,-9
iq,2009,34,-6
iq,2009,35,-4
iq,2009,36,-9
iq,2009,37,-8
iq,2009,38,-7
iq,2009,39,-5
iq,2009,40,-4
iq,2009,41,-3
iq,2009,42,-3
iq,2009,43,-2
iq,2009,44,-1
iq,2009,45,-6
iq,2009,46,2
iq,2009,47,-1
iq,2009,48,1
iq,2009,49,1
iq,2009,50,0
iq,2009,51,1
iq,2009,52,2
iq,2010,53,-3
iq,2010,1,-3
iq,2010,2,-1
iq,2010,3,2
iq,2010,4,1
iq,2010,5,6
iq,2010,6,7
iq,2010,7,1
iq,2010,8,2
iq,2010,9,5
iq,2010,10,-1
iq,2010,11,2
iq,2010,12,1
iq,2010,13,-1
iq,2010,14,2
iq,2010,15,2
iq,2010,16,4
iq,2010,17,-1
iq,2010,18,0
iq,2010,19,-1
iq,2010,20,-13
iq,2010,21,0
iq,2010,22,-2
iq,2010,23,-6
iq,2010,24,-8
iq,2010,25,-4
