city,year,weekofyear,total_cases
iq,2009,20,27
iq,2009,21,20
iq,2009,22,27
iq,2009,23,27
iq,2009,24,27
iq,2009,25,20
iq,2009,26,20
iq,2009,27,27
iq,2009,28,20
iq,2009,29,27
iq,2009,30,27
iq,2009,31,27
iq,2009,32,20
iq,2009,33,20
iq,2009,34,27
iq,2009,35,20
iq,2009,36,20
iq,2009,37,27
iq,2009,38,20
iq,2009,39,20
iq,2009,40,27
iq,2009,41,27
iq,2009,42,20
iq,2009,43,20
iq,2009,44,20
iq,2009,45,20
iq,2009,46,20
iq,2009,47,20
iq,2009,48,20
iq,2009,49,20
iq,2009,50,27
iq,2009,51,57
iq,2009,52,27
iq,2010,53,27
iq,2010,1,27
iq,2010,2,27
iq,2010,3,20
iq,2010,4,20
iq,2010,5,27
iq,2010,6,57
iq,2010,7,20
iq,2010,8,20
iq,2010,9,57
iq,2010,10,20
iq,2010,11,20
iq,2010,12,20
iq,2010,13,27
iq,2010,14,311
iq,2010,15,57
iq,2010,16,57
iq,2010,17,311
iq,2010,18,20
iq,2010,19,27
iq,2010,20,20
iq,2010,21,20
iq,2010,22,27
iq,2010,23,20
iq,2010,24,20
iq,2010,25,20
